,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
2937,KQBGm5G8IDkE8LeNY45mbA,Wurstküche,4.0,8444,$$,"['pickup', 'delivery']",False,"Hot Dogs, German, Gastropubs","hotdog, german, gastropubs",34.0456047058105,-118.236061096191,US,CA,Los Angeles,90013,"['pickup', 'delivery']"
2938,QGWk082jQPTOnMJHF9IPYg,Father’s Office,4.0,61,,[],False,Gastropubs,gastropubs,34.047759,-118.234983,US,CA,Los Angeles,90012,
2939,RFHPuxxJCbndsLD3ukf4RA,Eastside Italian Deli,4.5,1045,$,"['pickup', 'delivery']",False,"Italian, Delis, Sandwiches","italian, delis, sandwiches",34.0651339,-118.2465961,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2940,BDRVlHnK4l0T0ANb7M-Eqg,Guisados,4.5,2145,$,"['pickup', 'delivery']",False,Mexican,mexican,34.0702395145121,-118.250448424643,US,CA,Los Angeles,90026,"['pickup', 'delivery']"
2941,NiqUaspI5PMx8tTGc2m9Rg,Spring Street Smokehouse,3.5,1042,$$,"['pickup', 'delivery']",False,"Barbeque, Southern","bbq, southern",34.0584418,-118.238428,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2942,bJeMe365G76fcnFqBHxppg,Full Moon House,4.0,291,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Chinese, Seafood","chinese, seafood",34.0660399376759,-118.237620422377,US,CA,Los Angeles,90012,"['pickup', 'delivery', 'restaurant_reservation']"
2943,P35lIoabQQm-c2QFJPhykg,East Garden Restaurant,4.0,179,$$,"['pickup', 'delivery']",False,"Hong Kong Style Cafe, Chinese, Asian Fusion","hkcafe, chinese, asianfusion",34.061763,-118.239587,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2944,f0d9MAI1Lx3LUDAXwD9huA,Lucky Deli,3.5,192,$,[],False,"Delis, Chinese","delis, chinese",34.0605051,-118.2390691,US,CA,Los Angeles,90012,
2945,K-Fbh2WCHlqR56H9TnfpNA,Perch,4.0,8059,$$$,"['pickup', 'delivery']",False,"Lounges, French, Breakfast & Brunch","lounges, french, breakfast_brunch",34.04897,-118.2514,US,CA,Los Angeles,90013,"['pickup', 'delivery']"
2946,ywscgA5LUgvwX7WrPuAM2A,Sushi Kaneyoshi,5.0,12,,[],False,Sushi Bars,sushi,34.050047,-118.241502,US,CA,Los Angeles,90012,
2947,CcqraT0cuGKYEcZ1ri_kxg,BROKEN MOUTH | Lee's Homestyle,5.0,914,$$,"['pickup', 'delivery']",False,"Asian Fusion, Hawaiian, Korean","asianfusion, hawaiian, korean",34.0404035,-118.2535117,US,CA,Los Angeles,90015,"['pickup', 'delivery']"
2948,i1Dhxjfx6N-K47A6PZ0zow,Long's Family Pastry,4.0,249,$,"['pickup', 'delivery']",False,"Bakeries, Dim Sum, Cantonese","bakeries, dimsum, cantonese",34.0603609,-118.2378286,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2949,TQjFx3yzyUYBdWb-MpIfvQ,Fisherman's Outlet,4.0,1160,$$,['delivery'],False,"Seafood Markets, Seafood","seafoodmarkets, seafood",34.04083,-118.24018,US,CA,Los Angeles,90013,['delivery']
2950,_n0fEUZdbkLOimHz_IXkiQ,JOEY DTLA,4.5,1008,,[],False,American (New),newamerican,34.04836,-118.25876,US,CA,Los Angeles,90017,
2951,eNPaF_hVdpxMkzyq9kenYQ,The Park's Finest,4.0,2087,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Barbeque, Filipino, American (New)","bbq, filipino, newamerican",34.0665313022035,-118.254266053011,US,CA,Los Angeles,90026,"['pickup', 'delivery', 'restaurant_reservation']"
2952,mufwX7seOeLaWD6N6ScYSg,Pho Saigon Republic,4.0,471,$,"['pickup', 'delivery']",False,Vietnamese,vietnamese,34.06241,-118.2365,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2953,xHuKx24Ho7vVWK600v1m3g,Teddy’s Red Tacos,4.0,68,$,[],False,"Food Trucks, Tacos","foodtrucks, tacos",34.0665737048528,-118.249739639016,US,CA,Los Angeles,90012,
2954,fxeuGYnoRWwm5aGDg1FRJA,Marugame Monzo,4.5,3778,$$,"['pickup', 'delivery']",False,"Japanese, Noodles, Asian Fusion","japanese, noodles, asianfusion",34.050023,-118.239935,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2955,BRmZGc_0QFZKy_8287c7zA,Golden Dragon Restaurant,3.5,766,$$,"['pickup', 'delivery']",False,"Dim Sum, Seafood, Cantonese","dimsum, seafood, cantonese",34.0655097961426,-118.236274719238,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2956,oApvtRTzlawFlJQPmlcC0g,Lien Hoa Deli & Seafood Market,4.0,38,$,['delivery'],False,"Delis, Seafood Markets, Barbeque","delis, seafoodmarkets, bbq",34.0611,-118.23936,US,CA,Los Angeles,90012,['delivery']
2957,RY_72fCN2JsR9pbTBJD-LQ,Cielito Lindo,4.0,877,$,['delivery'],False,Mexican,mexican,34.0572413,-118.2383631,US,CA,Los Angeles,90012,['delivery']
2958,ierxTDAcyBrBXFyMadrAlA,Burgerlords Chinatown,4.0,796,$,['delivery'],False,"Burgers, Vegan, Fast Food","burgers, vegan, hotdogs",34.0652390326287,-118.237212073467,US,CA,Los Angeles,90012,['delivery']
2959,cKbwVOuYVnNy91TO5ZYJOQ,Suehiro Mini,4.5,51,$$,"['pickup', 'delivery']",False,"Ramen, Japanese Curry, Desserts","ramen, japacurry, desserts",34.059723,-118.239036,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2960,G660lq1Lw8xmHnPowvudDA,Blossom Vietnamese Restaurant,4.0,129,$$,['delivery'],False,Vietnamese,vietnamese,34.0656423568726,-118.237418085337,US,CA,Los Angeles,90012,['delivery']
2961,HTvyn97PloIn1kIGTIj-2A,Mexicali Taco & Co,4.0,911,$,"['pickup', 'delivery']",False,Mexican,mexican,34.0634262,-118.2456717,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2962,H5EUt0PyfKM-ewvH3K9NFA,ABC Seafood,3.5,362,$,"['pickup', 'delivery']",False,"Seafood, Dim Sum","seafood, dimsum",34.0600398,-118.2380157,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2963,hPevQl0mBhTFUXZ0baMq0Q,RiceBox,4.5,239,$$,"['pickup', 'delivery']",False,"Barbeque, Cantonese","bbq, cantonese",34.04676,-118.25099,US,CA,Los Angeles,90013,"['pickup', 'delivery']"
2964,B7hN8d0qkE9mPw9LVcomuQ,Sticky Rice,4.0,947,$$,"['pickup', 'delivery']",False,Thai,thai,34.050713,-118.248823,US,CA,Los Angeles,90013,"['pickup', 'delivery']"
2965,wDCB-CyI07fux_Bm93ejSQ,abeautifullife jamaican cafe,3.5,172,$,"['pickup', 'delivery']",False,Caribbean,caribbean,34.051078,-118.2459968,US,CA,Los Angeles,90012,"['pickup', 'delivery']"
2966,JWNMwdEAx3L0ijJuAFVP0A,Giuliano's Delicatessen,4.5,909,$,"['delivery', 'pickup']",False,"Delis, Sandwiches, Italian","delis, sandwiches, italian",33.8811149597168,-118.294654846191,US,CA,Gardena,90247,"['delivery', 'pickup']"
2967,pa4sIMtWXs14kpUanGfD0A,The Shawarma Factory,4.5,484,$,"['delivery', 'pickup']",False,"Mediterranean, Halal","mediterranean, halal",33.89669,-118.30946,US,CA,Gardena,90249,"['delivery', 'pickup']"
2968,iJrQpn0tlqtNKovcJLMgUg,Oh My Burger,4.5,1378,$$,"['delivery', 'pickup']",False,"Burgers, American (New)","burgers, newamerican",33.9162144603724,-118.31688248301,US,CA,Gardena,90249,"['delivery', 'pickup']"
2969,lBwV7qCKgE6foJJBEy5V5Q,Aunty Maile’s Hawaiian Food,4.5,622,$$,['delivery'],False,Hawaiian,hawaiian,33.882163484419,-118.326024524868,US,CA,Torrance,90504,['delivery']
2970,vQVVW_gHvvVR-mKwIpKjjA,Mr Fries Man,4.0,925,$$,['delivery'],False,American (Traditional),tradamerican,33.8969616186225,-118.308583125472,US,CA,Gardena,90249,['delivery']
2971,IiOCPQrQ6Gsl5r0R9xrguw,Voodoo Vegan,5.0,10,,[],False,"Vegan, Food Stands","vegan, foodstands",33.9435195922852,-118.310325622559,US,CA,Los Angeles,90047,
2972,JaLFe-yUFVtJDV-wJQ7ymA,K Pot Place,4.5,42,,['delivery'],False,"Korean, Sushi Bars, Chinese","korean, sushi, chinese",33.892534,-118.28272,US,CA,Gardena,90248,['delivery']
2973,P2NlOKnG6YsTrdgo6fO0Kw,Crystals Soul Cafe,5.0,7,,[],False,"Soul Food, Vegan, Desserts","soulfood, vegan, desserts",33.915733,-118.265542,US,CA,Los Angeles,90061,
2974,Wn2IYoMsji6oX8vx347-kA,Birrieria Dianita,5.0,1,,[],False,Mexican,mexican,33.93793810530436,-118.25265878134584,US,CA,Los Angeles,90059,
2975,zyONCPCYQKxcLrKxkru_kg,The Crab Shack,4.0,1199,$$,['delivery'],False,"Cajun/Creole, Seafood, Soup","cajun, seafood, soup",33.889913,-118.308594,US,CA,Gardena,90249,['delivery']
2976,c9EZe7nnvdLbcbHIz-kpbw,Yuk Dae Jang - Gardena,4.5,208,$$,"['delivery', 'pickup']",False,Korean,korean,33.89118,-118.30871,US,CA,Gardena,90249,"['delivery', 'pickup']"
2977,qxqGtLC0vrfpjpIPOIvQWA,Churros Bombon,5.0,16,,[],False,Waffles,waffles,33.903526,-118.291156,US,CA,Gardena,90247,
2978,RpgMXd-usckXwHZZM3f7Qg,Jim Dandy Fried Chicken,4.0,247,$,['delivery'],False,"Southern, Chicken Shop","southern, chickenshop",33.93159,-118.29123,US,CA,Los Angeles,90044,['delivery']
2979,mMKBJbaY_-cRbaJQWJdb0A,Fabulous Grill On Main Street,4.0,82,$,['delivery'],False,American (Traditional),tradamerican,33.897116,-118.276127,US,CA,Gardena,90248,['delivery']
2980,qsmIXoeSEVWGq0RegtyqrA,Soul Food Shack,3.5,257,$$,"['delivery', 'pickup']",False,Soul Food,soulfood,33.916522,-118.30865,US,CA,Gardena,90249,"['delivery', 'pickup']"
2981,mXX_rFfzi2yD3JotZrGvVQ,Izzyhana,2.0,104,$$,['delivery'],False,Japanese,japanese,33.9090177,-118.2738651,US,CA,Los Angeles,90061,['delivery']
2982,BPr26rwRMhh2nS3-kOY9MQ,Wing Ferno,4.0,551,$$,['delivery'],False,"Chicken Wings, Sports Bars, Sandwiches","chicken_wings, sportsbars, sandwiches",33.8855792,-118.3186862,US,CA,Gardena,90247,['delivery']
2983,eW49ne5UOjC4RIUKD5AqWQ,Rutt's Hawaiian Cafe,3.5,37,,"['delivery', 'pickup']",False,Hawaiian,hawaiian,33.89212,-118.30016,US,CA,Gardena,90247,"['delivery', 'pickup']"
2984,UN0yIYCgroQSpcZZ9l8Q9g,Grand Fish Tacos & Ceviche,4.0,322,$$,"['delivery', 'pickup']",False,Seafood,seafood,33.891779,-118.308838,US,CA,Gardena,90249,"['delivery', 'pickup']"
2985,eqMFfvWf3toULCDt20N2AQ,Chicken Maison,4.5,682,$$,"['delivery', 'pickup']",False,"Mediterranean, Greek, Middle Eastern","mediterranean, greek, mideastern",33.88648,-118.32611,US,CA,Gardena,90249,"['delivery', 'pickup']"
2986,BA7TnabiZhm4S5Jv7jbkxA,Hawkins House of Burgers,4.5,1559,$,"['delivery', 'pickup']",False,"Burgers, Chicken Wings, Fast Food","burgers, chicken_wings, hotdogs",33.9292549,-118.2522808,US,CA,Los Angeles,90059,"['delivery', 'pickup']"
2987,LTvl-91W3g6pYpD6c4N9sQ,Mariscos Las Palmas De Colima,4.0,104,$,"['delivery', 'pickup']",False,"Mexican, Seafood","mexican, seafood",33.9240837097168,-118.24698638916,US,CA,Los Angeles,90059,"['delivery', 'pickup']"
2988,vaL_yOrN7NvoF6--_jYu4g,Steven's Burgers,4.0,196,$,[],False,"American (New), Sandwiches","newamerican, sandwiches",33.9166503584856,-118.300613350476,US,CA,Gardena,90249,
2989,GIJavHkmMXl5-zd6Mndasg,Loaded Cafe - Gardena,4.0,752,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Creperies, Cafes","breakfast_brunch, creperies, cafes",33.9168077848159,-118.306965019049,US,CA,Gardena,90249,"['delivery', 'pickup']"
2990,owyghuQYt29_PTAGbvOcIg,Kko Kko Yang-Gopchang,5.0,195,$$,[],False,Korean,korean,33.88843,-118.30782,US,CA,Gardena,90247,
2991,EnlrlXrK5nNG1J3WjxIEHQ,Pollo Ala Brasa,4.0,439,$,['delivery'],False,Peruvian,peruvian,33.88083,-118.29147,US,CA,Gardena,90247,['delivery']
2992,1UcwWNXluP3L0nMQZyO6cw,Los Chero,4.0,72,$,['delivery'],False,Salvadoran,salvadoran,33.88174,-118.27541,US,CA,Gardena,90248,['delivery']
2993,Bk-csZIKVtMTQTpH6V9gUg,Charlie's Famous Fried Chicken,4.5,108,$,['delivery'],False,Chicken Shop,chickenshop,33.95967,-118.30991,US,CA,Los Angeles,90047,['delivery']
2994,G8oPXYjaxFK-H9fP6TN5aA,Painter's Tape,4.5,644,$$,"['delivery', 'pickup']",False,"American (New), Breakfast & Brunch, Sandwiches","newamerican, breakfast_brunch, sandwiches",33.8888124,-118.3086472,US,CA,Gardena,90247,"['delivery', 'pickup']"
2995,nYtlmdPPpS2wxCcS_upECg,d' Lunch Spot,4.5,222,$$,"['delivery', 'pickup']",False,"Mediterranean, Mexican, Kebab","mediterranean, mexican, kebab",33.892435,-118.283432,US,CA,Gardena,90248,"['delivery', 'pickup']"
2996,juCP02oIAp2KBzRJvalc3w,The Pan,4.0,3168,$$,"['delivery', 'pickup']",False,"Pizza, American (New), Breakfast & Brunch","pizza, newamerican, breakfast_brunch",33.87995,-118.30954,US,CA,Gardena,90247,"['delivery', 'pickup']"
2997,sc-GOTy-X2wZP9HjzPoMDQ,Xonxitas Vegan Mexican,5.0,4,,[],False,Pop-Up Restaurants,popuprestaurants,33.94826,-118.24717,US,CA,Los Angeles,90002,
2998,9qdHbEyvE-MpCwychSVpBA,UNCLEDADDY BBQ,4.5,7,,['delivery'],False,Barbeque,bbq,33.94634,-118.29201816,US,CA,Los Angeles,90044,['delivery']
2999,g-UI37EnWkqBfoRIiHFohw,Roscoe's House of Chicken & Waffles,3.5,594,$$,"['delivery', 'pickup']",False,"Soul Food, Waffles, Chicken Shop","soulfood, waffles, chickenshop",33.9599,-118.27421,US,CA,Los Angeles,90003,"['delivery', 'pickup']"
3000,-viaLOmeUsfoSPIjJ2Fj3g,Pupuseria Sabor El Salvador,3.5,19,,[],False,Salvadoran,salvadoran,33.903549,-118.2336008,US,CA,Compton,90222,
3001,gnOudHXgeUSOu_Arm3isFA,Peru Chicha Peruvian Restaurant,4.5,51,$$,"['delivery', 'pickup']",False,Peruvian,peruvian,33.896951,-118.308594,US,CA,Gardena,90249,"['delivery', 'pickup']"
3002,3jfH3FY3jH16d6U57lBe_A,All Flavor No Grease,4.0,269,$$,['delivery'],False,"Food Trucks, Mexican","foodtrucks, mexican",33.93804,-118.26194,US,CA,Los Angeles,90059,['delivery']
3003,_8WFwZRIGSb3AHv9xFAiHA,Shin-Sen-Gumi Hakata Ramen-Gardena,4.5,3074,$$,"['delivery', 'pickup']",False,Ramen,ramen,33.88746,-118.31395,US,CA,Gardena,90247,"['delivery', 'pickup']"
3004,xY-9YC1TuZdb2M6Jj8lf_A,2 Brothas and a Pit,5.0,2,,[],False,Pop-Up Restaurants,popuprestaurants,33.9109060298,-118.253713,US,CA,Compton,90222,
3005,qZsbp3hix4ZFBYHh6RJEqg,Cluck's Chicken,4.0,42,$,['delivery'],False,Chicken Wings,chicken_wings,33.923355,-118.265991,US,CA,Los Angeles,90061,['delivery']
3006,sUdE_9SF__0l9VkQextlZw,Smokin' Jonny's BBQ,4.0,314,$$,"['delivery', 'pickup']",False,Barbeque,bbq,33.8968667,-118.3092949,US,CA,Gardena,90249,"['delivery', 'pickup']"
3007,-2j7SP_13FMBGOr4ds_nfQ,Wings & Pot,4.0,327,$$,"['delivery', 'pickup']",False,Chicken Wings,chicken_wings,33.95968,-118.31648,US,CA,Los Angeles,90047,"['delivery', 'pickup']"
3008,j19OJLlC_G45bx2wQXW7cw,hana teppanyaki,3.5,237,$$,"['delivery', 'pickup']",False,Japanese,japanese,33.9033764630067,-118.255910812164,US,CA,Compton,90222,"['delivery', 'pickup']"
3009,qzCi42NBBnGtyubcRARKcg,Eatalian Cafe,4.0,2705,$$,"['delivery', 'pickup']",False,"Italian, Pizza, Breakfast & Brunch","italian, pizza, breakfast_brunch",33.890937,-118.278395906746,US,CA,Gardena,90248,"['delivery', 'pickup']"
3010,Hs-Wn0yasik5HwPYXHHPtg,Pronto's Burgers,3.0,37,$,[],False,"Mexican, Burgers","mexican, burgers",33.9161,-118.2743,US,CA,Los Angeles,90061,
3011,dQPbNbNHHdz_wm7Yly4PBg,Boiling Point,3.5,1118,$$,['delivery'],False,"Taiwanese, Hot Pot, Comfort Food","taiwanese, hotpot, comfortfood",33.8896771847258,-118.308846189237,US,CA,Gardena,90247,['delivery']
3012,TB2588_TPLMm-htyLeFakQ,Playa Dorada Pupuseria Y Restaurant,4.0,27,,"['delivery', 'pickup']",False,Salvadoran,salvadoran,33.9400224,-118.2914,US,CA,Los Angeles,90044,"['delivery', 'pickup']"
3013,osjazjdceb38AyeAARMr0g,Pitburger,4.5,288,$,['delivery'],False,Burgers,burgers,33.879909,-118.299453,US,CA,Gardena,90247,['delivery']
3014,mCGl8QDVTNWjpH0s3FnCVg,Gardena Bowl Coffee Shop,4.0,716,$$,"['delivery', 'pickup']",False,"Hawaiian, Japanese, American (Traditional)","hawaiian, japanese, tradamerican",33.8881299,-118.29223,US,CA,Gardena,90247,"['delivery', 'pickup']"
3015,J59N-Pym1PbpTyCzZFqztQ,L&L Hawaiian Barbecue,3.5,189,$,['delivery'],False,"Hawaiian, Barbeque","hawaiian, bbq",33.8920273,-118.2978321,US,CA,Gardena,90247,['delivery']
3016,mQMCi60kT3UeVuDiOckG_w,Tracey's Belizean Restaurant,4.5,130,$$,[],False,Caribbean,caribbean,34.0169944,-118.308632,US,CA,Los Angeles,90062,
3017,Dv2vnZH0bqCEbGCH1xuPHA,Paseo San Miguel,4.0,232,$$,['delivery'],False,Salvadoran,salvadoran,34.0106463298803,-118.305942550926,US,CA,Los Angeles,90062,['delivery']
3018,gTnENRgQRiVa3LxKO6FaBg,Taste of the Caribbean,4.5,23,,"['pickup', 'delivery']",False,Caribbean,caribbean,33.98727,-118.30001,US,CA,Los Angeles,90044,"['pickup', 'delivery']"
3019,yNNtnin-2Cv-hFt077oODQ,South LA Cafe,5.0,169,$,[],False,"Coffee & Tea, Cafes, Cultural Center","coffee, cafes, culturalcenter",34.0118793,-118.3089374,US,CA,Los Angeles,90062,
3020,4ZmXcttDdx9KRGUi6tMWFQ,Dulan's On Crenshaw,4.0,669,$$,"['pickup', 'delivery']",False,Soul Food,soulfood,33.9984983,-118.3311944,US,CA,Los Angeles,90043,"['pickup', 'delivery']"
3021,5JVi9TYevK6NIzbZpg2cIg,Off Da Hook Fish House,4.5,25,,"['pickup', 'delivery']",False,Fish & Chips,fishnchips,33.98886,-118.33242,US,CA,Windsor Hills,90043,"['pickup', 'delivery']"
3022,fDIERa8MupwJMTJ97upAPg,Ackee Bamboo Jamaican Cuisine,4.0,392,$$,['delivery'],False,Caribbean,caribbean,34.00574,-118.33183,US,CA,Los Angeles,90008,['delivery']
3023,eLbMBhBms9SViSAW4mFAZw,Sonsonate Grill,3.0,229,$$,['delivery'],False,Salvadoran,salvadoran,33.99754,-118.30928,US,CA,Los Angeles,90062,['delivery']
3024,qAze4NMQbZQh2nwuThvEYQ,HotBox Burgers,4.0,18,$,[],False,"Food Trucks, Burgers","foodtrucks, burgers",34.01043183646702,-118.2928439728596,US,CA,Los Angeles,90037,
3025,63-54wMJKW2rTbhkG9f5Sw,Flor Blanca Pupuseria Restaurante,4.0,27,$,[],False,Latin American,latin,34.0017585754395,-118.308570861816,US,CA,Los Angeles,90062,
3026,xYfhSuGgWngxa-WkhmR1KQ,The As Crepes,4.5,12,$,['delivery'],False,"Desserts, Creperies","desserts, creperies",33.99347,-118.29489,US,CA,Los Angeles,90037,['delivery']
3027,xaUS8k2ZHpMwJAJijWP7wA,Louisiana Famous Fried Chicken,4.0,14,$,['delivery'],False,"American (New), Fast Food, Fish & Chips","newamerican, hotdogs, fishnchips",34.0034538967908,-118.309318536904,US,CA,Los Angeles,90062,['delivery']
3028,RAzUPIaCuqufZoPV9gwzUQ,Honeybird,4.0,150,$$,['delivery'],False,"Southern, Chicken Shop, Desserts","southern, chickenshop, desserts",34.024758,-118.284446,US,CA,Los Angeles,90007,['delivery']
3029,tWkqjOEcoDuh5hvMdRSa7Q,Swift Cafe,5.0,63,$$,"['pickup', 'delivery']",False,Cafes,cafes,34.00591,-118.33439,US,CA,Los Angeles,90008,"['pickup', 'delivery']"
3030,giGzdXDd1FLcRPqiyPKCgw,A-1 Burgers,4.0,106,$,[],False,"Burgers, Hot Dogs","burgers, hotdog",34.00389,-118.32525,US,CA,Los Angeles,90008,
3031,5iS625Otm9PWzw3AtefnNQ,Fred's Downhome Burgers,4.0,296,$,['delivery'],False,"Burgers, American (Traditional)","burgers, tradamerican",33.9887819,-118.3213571,US,CA,Los Angeles,90043,['delivery']
3032,00eNYXMKgUV5vMUBBBmXmQ,Azla,4.5,411,$,"['pickup', 'delivery']",False,"Ethiopian, Vegan, Gluten-Free","ethiopian, vegan, gluten_free",34.005315,-118.330316,US,CA,Los Angeles,90008,"['pickup', 'delivery']"
3033,m_Mb47u9F_G8NR0Fmg6GRg,CAVA,4.0,219,$$,['delivery'],False,"Mediterranean, Salad","mediterranean, salad",34.0248553,-118.2845176,US,CA,Los Angeles,90089,['delivery']
3034,VX3n_CD4Jl0YL8bNyR1Nng,C J Boyd's Fried Chicken,4.5,22,$$,['delivery'],False,Sandwiches,sandwiches,34.013057,-118.285383,US,CA,Los Angeles,90037,['delivery']
3035,Nj9DLT1ctsZQ_ebo4eBBfw,Jack's Family Kitchen,4.5,245,$,['delivery'],False,Breakfast & Brunch,breakfast_brunch,34.01242,-118.30925,US,CA,Los Angeles,90062,['delivery']
3036,Z78z-cVDpkd4kn0aNmnnUQ,5 Star Kitchen,4.5,79,$,"['pickup', 'delivery']",False,"Tacos, Burgers, Chicken Wings","tacos, burgers, chicken_wings",34.00382,-118.31775,US,CA,Los Angeles,90008,"['pickup', 'delivery']"
3037,qh32cXO75I-MzXZ3oYB8dw,Ronnie's Kickin,4.5,51,,['delivery'],False,"Comfort Food, Food Trucks","comfortfood, foodtrucks",34.02334,-118.33095,US,CA,Los Angeles,90018,['delivery']
3038,plNw3p6vi2Qf6dohaw6pyQ,Toms Jr Burgers,4.0,11,,[],False,Burgers,burgers,34.0104512033211,-118.292575995183,US,CA,Los Angeles,90037,
3039,asydRiVEAsv5u2X8BUG1kw,Joan & Sisters Restaurant,4.0,67,$$,['delivery'],False,Caribbean,caribbean,34.02074,-118.30917,US,CA,Los Angeles,90018,['delivery']
3040,nIfhkt9Wnj4ZOflbhAOy5w,Las Delicias,4.0,50,$,"['pickup', 'delivery']",False,Mexican,mexican,34.0102421,-118.3090649,US,CA,Los Angeles,90062,"['pickup', 'delivery']"
3041,aEWwZqGgntdGxqF1oOsR8w,Paseo San Miguel Restaurant,4.0,73,$$,[],False,Salvadoran,salvadoran,34.015063,-118.308548,US,CA,Los Angeles,90062,
3042,1HrogOZbNczL9qeyJqNJRQ,Paseo San Miguel,4.0,56,$$,['delivery'],False,Salvadoran,salvadoran,33.98476,-118.29185,US,CA,Los Angeles,90044,['delivery']
3043,yoS4p3WkpBbuTHybWlFlYg,Taco Mell,4.5,24,,['delivery'],False,Mexican,mexican,34.0048406951571,-118.33286985755,US,CA,Los Angeles,90008,['delivery']
3044,5wXc5ZhVHUcEEhIqlVoK7w,Bocata Kitchen,4.0,58,$$,"['pickup', 'delivery']",False,"Peruvian, Seafood, Chicken Shop","peruvian, seafood, chickenshop",34.0171681217419,-118.30868650386,US,CA,Los Angeles,90062,"['pickup', 'delivery']"
3045,xiybgTY6w5oR31uc2xnpKA,Taqueria El Taco Loco,4.5,57,,['delivery'],False,"Mexican, Seafood","mexican, seafood",34.0187,-118.29969,US,CA,Los Angeles,90007,['delivery']
3046,KkFQFVTLU4_lhajbg3tMvg,Fish Town,4.0,66,$$,['delivery'],False,"Seafood Markets, Seafood","seafoodmarkets, seafood",33.99349,-118.31832,US,CA,Los Angeles,90043,['delivery']
3047,wLCvFpvuTdYPuamP8E0nTA,Kim's Restaurant,4.0,183,$,"['pickup', 'delivery']",False,Cantonese,cantonese,34.015811,-118.334407,US,CA,Los Angeles,90008,"['pickup', 'delivery']"
3048,-8C4roqAL2QsFPzFJ_me9g,Hungry Harold's,4.5,44,$,"['pickup', 'delivery']",False,American (Traditional),tradamerican,33.9891282,-118.3326564,US,CA,Los Angeles,90043,"['pickup', 'delivery']"
3049,micmqzGa-oeAKC9CSzsGVg,Normandie & 48th Street Taco Stand,5.0,20,$,[],False,"Street Vendors, Tacos","streetvendors, tacos",33.9997596740723,-118.299835205078,US,CA,Los Angeles,90037,
3050,-wjsQN2L7pyPIKbeZak1eg,Paseo San Miguel,4.0,12,$$,['delivery'],False,Salvadoran,salvadoran,34.02038,-118.30917,US,CA,Los Angeles,90018,['delivery']
3051,coYXlWbIdRItkA4Ilr9ZPQ,BBQ Express,3.5,51,$,['delivery'],False,Barbeque,bbq,33.988071,-118.310084,US,CA,Los Angeles,90047,['delivery']
3052,-5q4bbrlZfMzmmpK61evUA,Delicious Southern Cuisine,3.5,196,$$,"['pickup', 'delivery']",False,"Cajun/Creole, Soul Food, Southern","cajun, soulfood, southern",34.00372,-118.33256,US,CA,Los Angeles,90008,"['pickup', 'delivery']"
3053,Yq7DDzkfMEWPQO_xrUJarA,Master Burger,3.0,114,$,['delivery'],False,"Burgers, Breakfast & Brunch, Mexican","burgers, breakfast_brunch, mexican",34.0031,-118.30929,US,CA,Los Angeles,90062,['delivery']
3054,QFWm3xFKlIbrchMl_c-1IQ,Pepper's Jamaican-Belizean Cuisine,3.5,165,$$,"['pickup', 'delivery']",False,Caribbean,caribbean,33.9890834,-118.3169874,US,CA,Los Angeles,90047,"['pickup', 'delivery']"
3055,EAcTJ5qWCnZEFOp5Nfvxfw,Mama's Chicken and Market,3.5,152,$,['delivery'],False,"Comfort Food, Chicken Shop","comfortfood, chickenshop",33.98883,-118.32101,US,CA,Los Angeles,90043,['delivery']
3056,BS6hEbAg7y4ELeWFFgCBPQ,Lemonade,3.5,186,$$,[],False,American (New),newamerican,34.0202225,-118.2856428,US,CA,Los Angeles,90089,
3057,HpGFjRML4rKx6WCdZbGc7w,Worldwide Tacos,3.5,265,$,['delivery'],False,"Mexican, Halal","mexican, halal",34.0109334,-118.3198899,US,CA,Los Angeles,90008,['delivery']
3058,8RXJiao_twvDmzDAqwkw6w,KOBUNGA,4.5,172,$$,"['pickup', 'delivery']",False,"Korean, Barbeque","korean, bbq",34.025032,-118.285465,US,CA,Los Angeles,90089,"['pickup', 'delivery']"
3059,DkHP7ysDXTks2JCBBNqIaA,Hot and Cool Cafe,4.5,140,$$,"['pickup', 'delivery']",False,"Coffee & Tea, Venues & Event Spaces, Breakfast & Brunch","coffee, venues, breakfast_brunch",34.005097224263,-118.331694923789,US,CA,Los Angeles,90008,"['pickup', 'delivery']"
