STATE,NAME,geo_type,transportation_type,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24
28,Mississippi,sub-region,walking,United States,100.0,100.92,111.75,109.74,132.31,130.74,85.35,106.65,105.78,107.97,101.71,130.59,137.98,74.05,104.45,103.58,96.68,108.26,133.98,141.93,81.75,105.57,104.49,97.99,110.19,137.41,146.19,82.3,95.31,105.1,104.2,122.29,169.91,159.59,89.94,106.87,101.64,108.33,102.63,158.02,169.33,89.98,105.94,129.18,112.21,127.29,165.9,175.02,93.23,109.14,113.79,111.2,134.53,161.92,174.7,95.14,123.13,128.26,124.3,129.49,138.19,130.88,86.11,106.66,107.03,101.09,96.25,99.21,86.86,60.09,79.44,81.73,86.46,91.64,98.4,87.32,63.63,84.5,83.7,88.71,86.88,88.47,66.68,58.29,80.4,78.09,84.74,87.74,97.86,87.1,45.09,82.42,86.28,94.09,100.82,108.33,91.42,56.11,100.42,103.71,93.86,96.71,117.34,100.86,76.8,104.09,100.27,102.01,113.79,128.58,113.57,87.86,118.71,123.99,124.94,135.29,134.13,140.53,87.77,124.5,103.51,148.12,144.22,170.41,159.07,106.63,158.29,163.5,168.97,173.32,196.89,185.65,136.51,129.45,158.9,166.61,174.07,203.6,193.27,129.0,172.39,173.56,169.3,176.83,206.73,214.5,114.81,154.01,180.59,182.32,192.87,223.43,219.32,138.55,186.29,183.82,189.44,191.79,231.72,226.54,137.48,172.84,181.62,180.27,195.69,234.43,246.53,152.26,184.64,192.61,194.29,205.27,226.23,171.84,140.94,195.55,186.26,188.36,194.57,228.5,222.9,141.83,197.79,185.72,187.03,196.61,230.26,238.96,144.16,190.13,190.07,195.29,196.38,225.4,214.67,144.09,187.29,196.32,198.19,205.32,234.76,229.45,151.1,200.78,203.26,207.65,214.29,240.81,244.73,161.24,219.82,225.95,222.14,236.17,275.54,296.11,200.17,274.02,262.63,246.44,242.15,273.37,270.75,176.29,223.62,208.88,225.41,210.79,238.78,240.28,151.99,197.72,210.36,207.37,221.43,253.16,245.86,179.68,172.3,201.95,202.69,205.9,251.34,254.59,152.04,195.25,188.22,194.95,215.52,255.37,259.36,145.83,183.78,186.31,182.49,187.78,234.3,250.56,148.16,173.2,182.99,185.98,192.0,233.09,248.1,147.18,182.94,180.59,194.16,196.03,223.66,215.66,139.02,186.83,187.92,187.74,187.01,236.72,264.31,148.45,173.34,184.91,186.7,191.49,244.55,246.53
29,Missouri,sub-region,walking,United States,100.0,106.81,104.78,104.66,88.94,159.06,103.11,96.1,120.05,107.52,97.08,125.3,167.83,95.53,102.55,100.85,97.33,106.3,142.42,167.03,126.81,108.27,129.39,183.49,105.18,144.6,166.12,94.96,99.99,106.66,93.8,108.82,174.98,202.78,136.04,114.63,106.83,107.6,114.83,154.64,350.79,113.76,97.58,103.68,102.6,118.48,156.24,201.58,116.91,106.9,114.81,116.25,125.87,171.13,201.98,121.52,102.62,121.31,125.73,111.22,129.19,122.69,76.98,83.49,82.42,77.84,74.8,80.45,72.79,49.83,65.84,56.1,72.73,75.62,75.52,66.84,66.33,72.98,74.21,77.06,72.76,72.0,62.47,57.92,71.3,78.41,80.81,74.94,84.43,73.59,49.03,69.33,71.54,78.45,75.33,77.06,88.04,74.04,85.47,90.23,78.5,83.12,90.11,81.21,84.51,86.48,86.35,82.61,101.97,109.92,114.3,84.02,86.35,102.51,102.92,105.46,123.38,125.84,83.58,96.41,77.59,110.38,124.98,144.17,141.77,110.5,131.5,138.37,144.2,149.85,171.85,174.17,125.88,115.34,141.99,137.43,142.81,189.69,186.18,141.22,160.5,154.9,152.51,158.29,183.72,184.52,139.81,149.41,147.46,156.91,170.99,200.89,204.57,143.24,157.63,163.16,163.45,177.98,204.0,197.5,131.18,154.83,173.35,178.57,186.89,219.47,211.83,153.25,168.13,162.94,171.9,189.58,200.59,167.45,138.63,170.07,170.26,174.98,183.88,217.11,215.76,154.7,172.67,170.36,165.5,184.31,211.83,216.66,148.36,158.15,162.42,179.41,183.86,218.03,216.2,155.91,157.36,171.28,165.1,174.97,199.42,216.76,155.37,177.9,190.32,182.28,187.27,223.91,217.35,152.57,167.74,177.61,186.65,196.9,244.24,246.77,185.04,205.16,201.77,205.55,211.3,246.46,248.76,174.85,195.62,189.36,187.43,192.27,230.69,220.93,148.14,160.4,166.33,174.5,184.86,232.34,246.11,180.38,147.0,163.79,164.71,172.62,216.56,244.24,156.03,167.17,167.46,173.4,183.4,231.5,250.23,151.14,157.48,159.85,160.54,171.39,224.15,251.71,141.83,151.21,150.09,157.78,166.63,204.87,218.51,140.63,146.79,153.05,156.16,163.5,218.96,245.6,152.99,148.55,154.36,156.66,163.26,211.9,242.47,130.14,132.96,136.78,145.27,169.86,189.82,209.71
30,Montana,sub-region,walking,United States,100.0,97.94,101.35,110.05,146.04,139.1,98.47,103.53,108.63,101.72,114.09,144.41,153.39,86.6,108.54,105.7,108.59,119.61,153.71,150.37,80.83,106.89,110.31,107.65,106.44,139.6,130.6,87.27,109.05,113.44,110.01,132.43,167.25,155.02,113.01,109.12,111.68,123.75,128.63,156.32,169.22,98.4,105.08,109.44,125.77,140.68,179.59,162.44,101.92,116.95,122.24,121.42,133.65,164.57,164.11,101.35,117.54,119.47,124.76,126.09,144.82,115.23,67.25,86.69,91.43,82.27,76.61,88.11,74.53,55.02,76.78,72.63,67.29,71.99,80.85,52.82,57.65,67.7,57.21,61.43,63.83,74.12,59.07,50.96,69.74,68.19,83.67,82.0,81.65,52.24,37.49,66.38,64.36,67.2,74.19,85.55,65.64,63.28,89.72,87.52,81.47,81.13,98.97,76.48,67.75,84.81,95.53,106.62,101.08,128.72,102.13,66.72,102.82,122.86,105.22,108.73,131.01,122.19,80.58,99.52,89.01,132.23,145.05,157.67,150.11,110.88,154.26,154.01,157.81,149.82,188.09,146.98,125.13,117.48,171.74,179.64,188.55,202.04,175.84,135.46,186.6,201.67,206.71,205.89,245.85,210.99,145.14,197.55,201.86,213.83,225.1,259.67,236.46,161.73,239.69,226.82,219.15,236.01,277.49,251.83,173.77,261.36,288.32,290.66,301.95,341.73,293.17,211.29,272.33,284.06,309.37,308.34,311.15,240.59,222.63,300.48,314.06,304.63,326.43,353.14,324.35,237.29,308.27,320.36,333.55,330.85,336.3,325.88,239.53,314.48,324.9,307.08,318.69,362.05,330.46,250.96,308.52,308.59,315.05,337.45,341.59,312.83,255.89,332.75,336.33,330.99,332.32,372.7,344.55,269.42,340.86,350.69,343.66,367.34,425.13,388.85,289.33,361.29,342.44,325.06,327.62,383.76,353.34,246.59,300.71,285.39,295.1,321.07,370.38,337.43,240.29,274.58,290.56,283.12,306.6,385.59,366.12,285.25,237.61,295.14,292.03,316.35,369.74,350.89,233.19,287.61,284.06,286.56,300.57,340.84,323.71,216.38,281.95,278.91,267.48,279.87,320.02,302.18,202.02,256.12,259.23,259.94,259.18,318.9,283.05,193.72,254.49,245.92,251.92,252.38,301.88,277.97,172.9,215.71,218.23,228.86,243.5,273.68,226.43,143.82,195.05,194.27,204.37,201.99,229.57,174.0
31,Nebraska,sub-region,walking,United States,100.0,101.13,84.27,86.7,83.78,113.44,70.16,76.49,81.11,71.29,75.75,107.99,124.74,76.57,73.62,82.66,83.51,87.9,113.18,138.58,80.95,71.15,85.88,81.02,88.43,117.15,131.59,73.07,81.43,89.47,84.41,88.96,135.44,159.39,103.94,83.95,91.76,77.77,98.01,128.44,158.89,91.42,82.0,86.58,91.46,97.41,130.92,166.94,87.21,89.28,95.71,101.91,106.82,143.65,155.51,91.0,80.36,98.06,106.94,100.39,107.41,93.44,57.45,71.14,74.5,67.55,59.79,67.51,61.52,44.57,59.41,67.14,71.22,65.29,71.28,55.78,59.61,72.39,74.02,78.99,60.87,58.98,61.28,55.98,71.74,85.46,75.05,70.04,83.54,74.22,31.87,62.02,62.1,72.96,54.03,69.18,82.71,63.4,79.61,87.26,83.27,87.8,82.5,80.51,66.34,85.46,84.8,83.19,96.11,130.19,89.94,75.88,78.48,95.85,92.69,83.91,118.95,99.95,69.96,86.18,79.68,102.7,116.74,144.73,114.82,93.59,120.19,127.58,133.21,135.03,141.89,136.86,99.26,88.58,115.8,133.18,142.2,166.5,130.3,101.74,127.69,131.28,135.63,148.85,168.27,148.83,108.03,136.39,129.62,144.65,154.23,177.05,173.18,106.13,142.95,144.81,152.21,149.31,184.85,182.09,101.19,139.46,157.62,166.7,176.24,198.67,194.51,121.83,154.83,157.86,166.84,172.86,172.79,138.51,115.94,151.78,155.01,158.97,169.79,197.94,197.88,132.19,154.34,152.3,152.51,162.27,189.54,187.98,129.74,149.8,156.39,156.21,164.69,201.73,201.83,124.1,153.81,160.46,153.62,165.7,200.12,197.96,134.76,162.93,164.04,167.61,170.86,205.57,204.98,140.81,166.27,172.56,171.5,188.54,231.71,246.73,164.69,186.99,177.23,173.73,181.45,227.79,229.37,154.06,197.35,181.81,180.75,179.75,210.9,218.81,136.78,155.64,162.02,165.51,169.78,217.89,214.11,149.81,131.15,131.76,131.91,157.55,192.72,217.5,134.1,142.93,159.95,157.98,162.45,209.78,227.48,130.22,145.33,146.56,150.74,161.99,211.22,220.05,119.94,130.27,150.52,142.75,152.51,184.55,204.5,129.26,134.3,137.52,142.73,151.5,195.87,214.57,129.68,137.15,136.71,142.89,150.83,188.53,197.85,107.31,120.87,126.43,127.96,130.11,171.52,170.79
32,Nevada,sub-region,walking,United States,100.0,101.34,103.44,111.43,148.4,183.89,145.34,126.2,124.91,117.36,119.94,150.2,180.73,122.79,110.72,105.37,102.62,112.39,141.26,166.81,107.81,101.63,102.64,109.42,119.4,156.35,182.1,119.8,106.62,103.89,110.11,129.9,180.25,202.67,165.43,132.98,118.34,118.61,133.83,178.91,198.76,144.69,127.46,116.63,116.06,125.1,158.27,185.46,126.6,111.02,112.02,118.0,130.21,173.26,193.84,140.83,127.91,116.46,122.36,110.24,127.61,135.26,93.89,79.65,65.69,49.23,44.12,46.31,41.44,35.18,40.29,41.34,39.35,53.22,44.34,39.48,32.36,42.06,42.56,42.98,41.05,46.38,41.42,32.11,38.01,39.63,39.79,40.46,44.88,42.42,28.65,41.21,42.85,47.21,46.08,48.54,44.49,37.8,46.38,47.15,47.99,49.0,52.18,48.51,39.16,49.44,51.58,50.55,53.07,58.69,54.97,44.61,54.52,55.95,56.42,58.03,65.4,63.1,47.75,51.3,47.11,65.8,67.58,76.38,71.23,55.73,69.02,70.15,72.9,75.69,82.6,81.72,66.86,65.16,75.0,76.1,77.39,86.89,86.67,62.16,80.88,75.97,80.54,85.78,102.52,113.06,86.62,94.92,97.3,94.49,99.89,118.81,136.57,103.82,101.66,100.78,102.46,106.65,131.71,145.43,102.69,108.14,108.55,108.96,114.95,139.16,153.51,116.32,114.58,113.86,118.05,127.4,166.8,175.7,136.51,124.97,117.13,117.54,123.47,150.49,155.46,115.92,115.68,114.67,115.05,119.8,148.95,159.87,123.67,116.93,115.22,115.43,123.9,154.33,170.46,132.45,122.2,120.92,121.71,125.74,154.33,170.05,131.54,124.5,120.32,122.24,129.51,163.25,182.29,139.4,126.4,119.23,120.35,130.81,162.76,184.05,134.67,123.12,117.47,116.26,129.7,168.74,188.66,134.09,124.39,116.78,115.56,124.96,164.19,186.82,134.48,117.63,115.57,114.15,128.65,173.45,220.99,193.75,138.69,119.04,119.4,125.65,166.11,192.71,140.56,123.06,117.69,119.27,130.24,171.77,206.94,147.31,130.14,120.31,116.75,127.13,171.17,202.82,144.41,121.18,111.69,112.06,124.29,165.75,191.4,136.23,118.67,114.66,113.81,127.98,173.55,204.49,145.57,125.49,118.62,121.27,130.17,179.06,211.65,145.92,124.34,115.91,118.09,132.32,175.73,205.54
33,New Hampshire,sub-region,walking,United States,100.0,105.56,111.1,103.45,138.98,158.57,128.24,121.02,111.9,115.34,114.96,159.06,194.68,119.38,103.57,101.27,107.9,112.55,148.73,205.39,111.26,100.89,110.95,117.51,101.13,137.14,234.65,152.49,185.63,171.03,111.24,107.16,179.3,199.68,137.76,134.43,106.51,125.72,135.02,169.26,192.68,120.28,117.06,115.38,110.14,115.2,151.39,180.46,113.68,97.98,116.66,109.69,119.39,140.0,180.5,120.66,124.24,112.94,110.53,103.51,112.87,131.91,92.53,90.82,70.45,85.79,65.45,85.25,84.12,68.4,56.34,59.97,63.16,78.6,88.16,80.89,46.04,53.25,70.95,68.74,60.92,63.64,81.02,68.78,84.78,83.22,73.03,59.5,71.88,83.23,59.54,55.49,78.63,78.62,75.12,81.35,62.87,91.89,80.86,69.14,70.26,81.51,77.73,109.0,65.09,62.33,75.26,96.2,68.52,90.97,117.64,104.31,90.07,99.05,99.26,104.75,102.77,95.92,84.83,84.44,75.08,115.13,133.77,138.9,147.27,127.24,118.86,126.22,146.42,151.14,175.52,161.73,153.28,128.13,145.97,156.25,154.53,165.33,194.09,146.23,146.86,160.96,149.24,179.22,194.06,224.44,156.23,168.77,165.66,167.3,161.13,232.59,231.94,165.75,169.19,183.05,190.21,206.24,253.62,267.27,173.56,184.86,195.54,190.03,212.51,256.25,255.87,196.64,180.82,194.18,205.62,236.6,262.81,260.54,210.88,206.69,217.66,200.27,222.53,229.0,242.9,228.39,181.5,186.68,207.08,213.53,241.93,302.88,229.89,204.49,207.37,195.49,200.72,257.51,286.71,220.43,202.18,207.85,225.96,225.76,265.59,294.29,211.21,211.54,194.27,226.11,227.81,260.54,281.54,233.16,216.56,215.04,219.39,232.98,287.16,308.29,221.09,217.39,220.16,232.98,238.41,293.27,322.21,233.21,231.91,225.03,252.48,261.61,334.82,270.97,252.07,255.72,260.74,216.41,250.69,318.74,326.25,268.37,224.62,236.58,214.68,208.47,270.32,307.82,192.01,195.34,192.32,201.11,212.43,244.31,300.11,197.47,184.13,175.68,189.59,208.86,256.43,303.89,204.22,181.41,177.13,172.34,190.07,234.37,307.34,202.68,177.69,175.2,172.97,189.48,254.41,323.93,238.16,197.15,150.82,179.09,193.19,209.42,268.78,181.21,162.62,161.43,169.47,188.23,227.47,284.5
34,New Jersey,sub-region,walking,United States,100.0,100.85,106.8,102.01,121.01,106.13,103.52,103.66,107.3,108.63,112.19,132.58,131.38,97.51,98.63,103.41,101.33,105.02,128.36,139.86,93.57,103.48,102.37,99.88,101.17,119.16,143.79,101.62,92.89,101.83,106.98,110.66,145.37,143.53,111.09,115.42,111.01,109.06,106.57,133.68,160.01,110.76,104.1,98.44,104.78,104.87,133.24,148.93,112.58,108.67,104.89,115.25,119.15,132.59,162.86,119.2,121.79,110.02,108.63,97.24,118.2,120.93,84.39,78.32,72.06,74.97,66.15,82.83,70.41,49.53,43.07,64.12,50.57,67.02,75.3,49.24,46.28,56.29,53.67,61.61,60.24,61.1,64.49,57.32,67.9,65.76,64.98,56.38,61.74,65.76,49.55,46.51,66.17,64.92,62.07,69.12,60.53,64.21,65.45,59.48,66.45,63.39,64.81,84.13,50.12,62.49,81.77,70.04,65.94,83.42,104.56,88.08,84.32,87.07,75.04,93.12,83.6,91.02,82.76,74.59,64.21,103.08,105.92,133.17,136.14,107.59,104.23,109.18,114.32,125.5,134.63,118.1,127.58,114.0,125.93,128.82,117.04,137.35,165.07,132.24,131.39,126.78,120.56,142.77,145.34,188.14,154.9,144.36,164.93,150.99,128.82,192.01,208.52,154.72,153.2,159.54,156.06,153.93,202.98,201.26,141.66,169.47,176.23,177.33,179.97,221.1,213.0,172.92,181.17,171.45,169.24,202.82,223.09,224.34,177.63,165.06,182.49,174.04,190.75,163.06,205.17,197.73,178.15,188.56,188.57,189.12,210.25,239.87,189.21,176.42,181.48,170.62,177.2,201.61,242.81,185.23,183.14,178.95,189.26,185.7,198.05,239.05,164.7,178.87,137.16,198.19,189.86,199.64,234.04,192.57,187.54,184.24,175.11,173.53,214.36,231.27,145.94,177.26,188.76,174.79,195.75,220.47,230.7,171.74,176.88,177.19,185.92,178.69,202.1,194.21,185.98,167.68,169.42,166.53,174.89,219.37,236.56,199.95,160.25,161.86,156.39,149.97,195.89,226.54,155.95,150.44,154.23,155.87,161.72,192.53,218.64,149.5,141.15,145.63,150.72,152.77,189.17,213.48,149.57,145.81,131.54,144.65,150.26,178.96,204.05,141.09,134.2,139.53,140.36,145.06,182.5,203.3,135.94,116.18,127.88,143.33,148.67,153.8,198.44,138.45,134.52,136.17,138.29,144.19,178.39,197.68
35,New Mexico,sub-region,walking,United States,100.0,104.78,109.4,90.89,125.22,143.94,99.8,103.77,102.79,111.65,113.55,136.63,137.0,89.53,99.55,106.45,109.52,112.09,136.19,139.43,82.16,101.54,93.71,97.4,109.66,140.14,150.57,90.6,99.95,89.59,109.21,137.52,172.27,178.61,124.53,123.57,114.22,112.73,120.51,146.39,152.43,94.75,113.63,105.95,116.91,124.65,149.93,165.84,100.13,116.33,117.47,113.59,125.85,156.7,173.34,108.85,134.01,136.77,134.26,134.94,136.83,142.71,98.8,115.79,101.65,83.8,80.28,86.4,73.96,56.52,71.21,64.94,65.95,60.32,65.26,59.8,48.84,63.49,67.39,68.37,71.62,72.94,66.86,54.34,65.59,70.68,68.27,71.2,78.6,65.44,43.15,53.89,62.94,74.98,72.26,78.89,69.96,60.92,76.62,74.36,75.48,78.79,84.55,79.88,61.88,77.31,80.99,87.42,86.86,100.08,89.03,67.28,86.5,92.27,90.8,93.97,104.62,97.93,67.1,82.88,76.93,106.48,111.81,131.86,121.13,95.3,119.87,124.75,128.58,133.76,149.32,132.77,109.99,102.26,132.34,125.91,133.86,152.92,131.94,109.71,133.63,143.02,140.1,143.46,157.97,156.5,118.4,139.85,138.73,146.07,153.23,171.84,161.37,120.7,145.71,151.21,150.56,154.07,179.85,172.18,120.38,153.39,167.64,172.77,185.56,201.36,195.17,139.79,171.64,171.57,179.15,190.05,199.52,153.97,128.51,160.9,159.8,163.82,164.57,185.18,169.05,124.89,151.16,154.57,155.45,163.12,183.18,169.16,122.78,151.37,153.91,161.49,158.63,180.66,171.97,129.5,151.14,158.52,158.14,166.35,188.01,181.23,130.55,161.95,162.72,158.05,164.87,193.57,182.6,138.13,158.18,164.33,165.14,174.83,199.23,198.68,140.19,160.37,163.63,169.17,164.99,199.72,183.0,134.08,155.66,162.03,160.93,168.91,191.54,192.43,132.84,156.85,159.49,159.61,168.08,201.78,206.4,164.05,135.37,150.39,141.43,150.71,183.4,192.12,130.53,158.5,161.12,167.54,167.68,197.46,197.99,140.13,155.01,151.16,159.45,167.66,194.05,193.82,136.37,147.26,147.94,158.04,162.18,186.81,195.13,132.2,144.72,161.94,158.36,166.12,201.99,197.37,135.82,153.08,155.57,159.74,168.83,195.78,192.13,131.64,144.07,150.46,146.03,157.29,181.35,176.74
36,New York,sub-region,walking,United States,100.0,96.18,105.65,101.59,118.36,117.11,110.4,87.97,90.18,97.91,105.24,132.99,123.41,97.68,91.81,93.21,95.43,100.4,127.13,138.21,88.48,96.9,98.45,98.85,101.03,122.41,143.25,101.96,89.59,98.14,103.3,106.74,141.91,146.7,125.33,115.59,105.8,112.93,112.38,134.12,154.2,108.1,98.53,94.54,101.65,102.26,131.07,139.97,102.53,102.33,99.56,109.67,115.31,121.91,148.69,109.78,114.28,101.44,96.6,83.42,86.23,80.04,52.43,44.9,37.84,37.25,32.75,37.07,30.85,22.07,18.84,25.7,22.1,26.49,29.78,20.35,18.16,22.64,22.88,24.86,23.79,23.57,25.87,21.57,26.76,26.04,24.07,21.14,23.5,26.18,20.09,19.27,25.82,25.21,24.38,26.58,23.36,26.54,26.85,22.8,26.02,25.29,25.76,34.49,18.91,25.07,32.09,27.27,25.64,31.78,41.07,35.64,31.72,34.28,29.01,35.68,31.19,31.55,30.88,27.03,24.23,37.66,38.3,45.94,48.05,38.37,38.09,40.69,42.71,45.08,48.71,38.03,44.55,41.83,47.2,47.66,43.85,48.96,55.77,45.71,48.33,46.59,42.24,50.17,48.52,54.28,49.11,52.25,54.12,53.19,47.77,64.42,63.82,51.48,53.99,58.09,57.6,58.32,72.89,65.17,48.9,59.36,64.55,63.9,66.12,76.26,64.71,56.85,64.36,64.24,64.13,73.83,66.94,68.13,55.36,60.36,67.38,65.58,73.57,59.22,69.96,67.43,67.36,72.57,73.04,73.49,78.73,83.63,62.16,65.92,70.86,65.28,69.73,78.66,88.18,65.93,68.81,71.13,74.49,73.64,81.0,89.69,62.05,72.85,56.95,80.37,79.95,82.48,92.57,75.15,75.57,78.06,73.01,73.79,91.85,94.84,58.27,78.07,84.34,78.31,89.08,98.41,99.75,77.36,79.27,79.19,83.95,77.09,92.87,83.65,82.86,78.44,81.59,78.92,83.61,103.26,107.37,89.42,75.7,79.65,79.87,72.8,101.09,109.72,75.15,75.42,78.06,79.07,82.0,98.01,109.83,77.21,72.15,75.41,79.6,80.4,102.19,113.79,78.83,73.72,66.67,74.13,81.23,93.82,109.51,75.21,70.49,74.18,72.12,77.72,98.14,112.39,76.7,56.52,64.28,76.77,80.32,76.18,111.4,76.61,69.07,70.32,73.74,76.89,98.14,108.44
37,North Carolina,sub-region,walking,United States,100.0,104.47,106.09,108.31,139.89,159.73,103.98,98.22,100.42,97.4,99.6,123.37,156.12,85.24,91.05,100.42,97.22,99.38,118.44,154.55,86.21,96.58,96.29,99.35,88.66,130.55,143.29,88.79,95.21,97.88,101.66,107.89,163.64,181.45,101.1,107.05,101.97,98.88,87.21,130.35,174.03,97.03,92.88,106.9,107.63,116.76,152.94,192.04,107.76,106.55,109.77,106.98,109.23,142.51,173.11,101.93,109.3,106.66,111.17,110.06,122.75,136.19,74.92,86.38,77.95,77.98,79.35,85.97,74.76,50.77,59.44,60.31,66.28,62.03,71.17,66.36,54.87,63.94,53.93,58.11,63.86,72.24,65.27,53.47,65.64,65.88,68.38,71.63,72.82,70.25,41.45,64.42,71.1,69.99,73.96,84.18,76.21,58.37,68.93,75.77,76.98,66.31,86.62,75.85,64.48,79.63,79.69,80.37,76.6,94.3,93.75,74.2,86.52,80.59,86.99,93.87,98.62,104.89,74.81,89.15,70.2,101.77,110.73,127.08,127.09,96.5,106.79,101.84,100.91,107.98,138.83,144.97,109.21,106.7,128.26,115.2,127.62,142.39,161.53,118.99,138.11,139.97,136.09,137.37,155.92,163.31,119.62,137.65,138.25,138.79,141.03,170.4,180.07,126.2,130.62,124.21,136.96,146.37,175.28,174.23,118.5,148.07,150.68,154.87,157.43,183.23,186.11,129.19,153.67,150.19,157.78,166.36,179.77,149.4,124.6,153.3,148.27,152.21,157.97,183.31,186.71,131.75,153.83,155.47,155.99,161.44,181.58,187.02,134.24,151.69,153.71,160.24,158.07,182.32,194.1,137.98,157.09,155.02,156.24,162.88,187.07,193.46,136.32,149.86,163.89,172.4,175.91,211.27,228.17,166.6,192.9,186.3,187.21,189.58,223.77,216.2,160.27,176.64,179.16,172.67,178.46,202.22,216.99,145.18,159.44,160.96,164.39,165.8,198.02,198.8,137.82,147.11,159.18,161.31,169.44,208.15,218.96,170.01,146.34,158.7,150.8,161.91,194.78,205.72,141.13,154.49,158.72,162.94,151.11,200.04,216.14,143.48,149.86,153.93,154.27,155.59,181.71,214.29,138.17,152.38,141.73,156.05,163.18,197.99,218.89,134.72,149.64,148.97,154.4,160.49,197.28,199.49,124.0,144.19,152.29,157.19,164.56,196.25,227.29,143.75,151.63,152.6,156.12,160.53,204.28,223.28
